Date,Rolling variance
2021-01-21,26983160.880460866
2021-01-22,23671561.57795339
2021-01-23,20545147.60717347
2021-01-24,17846737.570532735
2021-01-25,16034011.246659033
2021-01-26,14028620.697387014
2021-01-27,12772520.88548339
2021-01-28,11112975.042675424
2021-01-29,9991062.829453614
2021-01-30,8867334.840210008
2021-01-31,7929796.34522839
2021-02-01,7722441.632592899
2021-02-02,7555444.496211075
2021-02-03,7385189.409811227
2021-02-04,7415100.886762499
2021-02-05,7606450.849509862
2021-02-06,7578085.311364237
2021-02-07,6992683.124273814
2021-02-08,10184442.254487542
2021-02-09,13965291.55669761
2021-02-10,16725615.708224876
2021-02-11,21128698.02283193
2021-02-12,25103140.032989193
2021-02-13,28428976.488754347
2021-02-14,32845472.086763192
2021-02-15,36319599.671027094
2021-02-16,40291724.530552365
2021-02-17,46400063.89232714
2021-02-18,51431568.852007344
2021-02-19,59732820.55039873
2021-02-20,64791287.96715483
2021-02-21,71360079.44813211
2021-02-22,72839568.23405725
2021-02-23,70266723.8488393
2021-02-24,67466426.93329445
2021-02-25,63382819.0710427
2021-02-26,56767894.12756188
2021-02-27,52323158.451036066
2021-02-28,48174931.38778223
2021-03-01,44179343.7890357
2021-03-02,38404468.954464644
2021-03-03,32855873.30696673
2021-03-04,28143898.422572177
2021-03-05,24604915.49202136
2021-03-06,20347040.24213687
2021-03-07,16912976.7497787
2021-03-08,14079385.068872578
2021-03-09,11291109.95281221
2021-03-10,12150773.710834542
2021-03-11,13680470.063806638
2021-03-12,14147158.696198914
2021-03-13,17427315.379704624
2021-03-14,19034682.726624966
2021-03-15,18873844.723550834
2021-03-16,19268901.50109367
2021-03-17,20051246.787742686
2021-03-18,20548860.765140265
2021-03-19,21533688.158489212
2021-03-20,22375103.95537363
2021-03-21,22759720.653392754
2021-03-22,22541184.710371014
2021-03-23,21977930.045745403
2021-03-24,21944551.89083787
2021-03-25,21366046.43280006
2021-03-26,21030993.550876684
2021-03-27,19793628.098440018
2021-03-28,17992625.512097225
2021-03-29,16201781.27849494
2021-03-30,13721472.555710105
2021-03-31,13242956.302630989
2021-04-01,12047021.131478556
2021-04-02,11607593.85979841
2021-04-03,9800807.974138724
2021-04-04,8138753.234826597
2021-04-05,6290110.605077164
2021-04-06,5223849.416973812
2021-04-07,4451615.417418917
2021-04-08,4297088.95525616
2021-04-09,4268852.007360852
2021-04-10,4463401.540788423
2021-04-11,4722406.15917224
2021-04-12,4435576.12426391
2021-04-13,5556468.624076899
2021-04-14,6442721.959950552
2021-04-15,7388419.332060886
2021-04-16,7782625.416747957
2021-04-17,7991660.950565537
2021-04-18,8128093.617165801
2021-04-19,8326736.72944201
2021-04-20,8404424.133194901
2021-04-21,8568787.923460215
2021-04-22,9540241.843633633
2021-04-23,10232328.481557885
2021-04-24,11027285.01680938
2021-04-25,13416650.708077842
2021-04-26,13764928.920168389
2021-04-27,13894365.648069896
2021-04-28,14133597.605147775
2021-04-29,14539915.355701841
2021-04-30,14450589.21600887
2021-05-01,14338996.895090835
2021-05-02,14170172.15312016
2021-05-03,14160816.162537787
2021-05-04,14506060.38614655
2021-05-05,14349459.512600217
2021-05-06,14287480.519700734
2021-05-07,14279978.629023733
2021-05-08,14337829.213792345
2021-05-09,14336590.896930715
2021-05-10,14046644.065001888
2021-05-11,13607044.603918172
2021-05-12,14995764.853103174
2021-05-13,14404078.08449083
2021-05-14,13530188.168727519
2021-05-15,13534519.20270687
2021-05-16,14054354.25558361
2021-05-17,16259330.970485846
2021-05-18,19842974.660387162
2021-05-19,28326696.089315586
2021-05-20,32365649.924159527
2021-05-21,39483472.074056774
2021-05-22,46016479.36688333
2021-05-23,54872809.1774252
2021-05-24,59535757.957388975
2021-05-25,64119608.05179793
2021-05-26,67057259.13558897
2021-05-27,69681892.46976997
2021-05-28,73865628.10041453
2021-05-29,78715022.85970739
2021-05-30,79324946.29596671
2021-05-31,77664026.96827328
2021-06-01,76389339.49843432
2021-06-02,73254872.21718799
2021-06-03,71538650.98110737
2021-06-04,66969129.08931537
2021-06-05,63041670.49113745
2021-06-06,57004315.85013347
2021-06-07,49301454.60101709
2021-06-08,40886148.30461573
2021-06-09,32714823.919066083
2021-06-10,22862062.5695947
2021-06-11,19429899.548384294
2021-06-12,15486915.425670337
2021-06-13,10796653.200498503
2021-06-14,8271957.347357764
2021-06-15,5873823.624796043
2021-06-16,4640195.608617528
2021-06-17,3584336.046572115
2021-06-18,3654110.4967786977
2021-06-19,3269886.830112113
2021-06-20,3326017.5310157817
2021-06-21,4246250.996084292
2021-06-22,4732065.704548671
2021-06-23,4873993.485710857
2021-06-24,4861044.4124812065
2021-06-25,5297300.650129245
2021-06-26,5620085.742471419
2021-06-27,5675384.286647179
2021-06-28,5692843.714159377
2021-06-29,5690941.456536941
2021-06-30,5642968.588267168
2021-07-01,5785675.418399861
2021-07-02,5771464.865037438
2021-07-03,5334496.49363968
2021-07-04,5262428.671762885
2021-07-05,5353948.8331218045
2021-07-06,5385122.293944385
2021-07-07,5352686.542037111
2021-07-08,5439896.694909925
2021-07-09,5356417.565265424
2021-07-10,5357867.21680988
2021-07-11,5192757.248087316
2021-07-12,5286617.908873478
2021-07-13,4790636.763318799
2021-07-14,3783347.7658918463
2021-07-15,2703733.2458820012
2021-07-16,2290649.2496650033
2021-07-17,1841881.1662550247
2021-07-18,1794578.2992267627
2021-07-19,1879559.2791153325
2021-07-20,2100042.3896269724
2021-07-21,2060806.4687895244
2021-07-22,2071419.7136251843
2021-07-23,2067036.269530618
2021-07-24,2034299.9199949005
2021-07-25,2096712.7076759199
2021-07-26,2581274.9142601383
2021-07-27,3718174.498850097
2021-07-28,5052974.147478344
2021-07-29,6207024.410138697
2021-07-30,8465917.295395039
2021-07-31,10276319.57261326
2021-08-01,11265794.944749555
2021-08-02,11948313.874909397
2021-08-03,12312856.199883793
2021-08-04,13026184.163909836
2021-08-05,14086980.933744676
2021-08-06,15843421.317508921
2021-08-07,18162000.809377696
2021-08-08,19954385.32954297
2021-08-09,22933580.34202936
2021-08-10,25225679.39057091
2021-08-11,26937221.026800342
2021-08-12,27570438.923166655
2021-08-13,29718744.99872367
2021-08-14,30465478.96651665
2021-08-15,30451123.772311423
2021-08-16,29472625.482646402
2021-08-17,27729730.413460486
2021-08-18,24987164.83449682
2021-08-19,21598313.344532672
2021-08-20,20395477.394744195
2021-08-21,18459707.511873312
2021-08-22,16952748.831199728
2021-08-23,15440949.73986033
2021-08-24,13490924.62280459
2021-08-25,12635575.202354632
2021-08-26,11928330.384947432
2021-08-27,11750284.268273197
2021-08-28,11347896.304286225
2021-08-29,11422079.732336082
2021-08-30,10961806.705978679
2021-08-31,9865923.250034397
2021-09-01,8511337.780194042
2021-09-02,6455526.500873235
2021-09-03,5123647.079663225
2021-09-04,4071620.205751914
2021-09-05,4007985.7698445064
2021-09-06,4522113.832501375
2021-09-07,3991823.5401539993
2021-09-08,4023455.4089503377
