Timestamp,Test_Data,Forecast,Test_Data BTC-USD,Test_Data forecast BTC-USD
405,11.111335105941743,10.059798201415234,66925.48437500006,23383.787080860522
406,11.13166641817873,10.05930105103355,68300.09375,23372.164711460144
407,11.134572714818049,10.060792502178598,68498.882813,23407.049161040948
408,11.142148540475201,10.058306750270186,69019.78906300006,23348.9372996763
409,11.186140839050703,10.059798201415234,72123.90625000003,23383.787080860522
410,11.17719100300835,10.05930105103355,71481.28906300003,23372.164711460144
411,11.19935790206543,10.05930105103355,73083.49999999997,23372.164711460144
412,11.176005440607048,10.062781103705328,71396.59375000001,23453.64276744257
413,11.14769651732225,10.060295351796915,69403.77343799996,23395.415229762762
414,11.086978792116405,10.05930105103355,65315.11718799995,23372.164711460144
415,11.13299103281336,10.058306750270186,68390.62499999994,23348.9372996763
416,11.120602525258992,10.057312449506819,67548.59374999999,23325.732971447786
417,11.03348179341006,10.058306750270186,61912.773438,23348.9372996763
418,11.125992646370758,10.05582099836177,67913.67187500001,23290.96971059506
419,11.089673972144544,10.057809599888502,65491.39062499996,23337.332251551943
420,11.063175525496305,10.056318148743454,63778.76171900003,23302.551703834088
421,11.067609814157786,10.05532384798009,64062.20312500003,23279.39347391738
422,11.115936907308464,10.05582099836177,67234.17187499997,23290.96971059506
423,11.155661955003344,10.056318148743454,69958.8125,23302.551703834088
424,11.156076733617052,10.05930105103355,69987.83593799997,23372.164711460144
425,11.148439289066957,10.060295351796915,69455.34375000001,23395.415229762762
426,11.166836479038837,10.058803900651867,70744.95312499997,23360.5481186891
427,11.154718321026634,10.058306750270186,69892.82812500004,23348.9372996763
428,11.15117056398513,10.056318148743454,69645.30468799995,23302.551703834088
429,11.175123422681263,10.056318148743454,71333.64843800006,23302.551703834088
430,11.15198642034817,10.058306750270186,69702.14843800006,23348.9372996763
431,11.088995515967289,10.058306750270186,65446.972655999954,23348.9372996763
432,11.09711925904443,10.054329547216723,65980.8125,23256.258258802598
433,11.134718121756292,10.053832396835041,68508.84375000003,23244.699274647515
434,11.124872491338003,10.058306750270186,67837.64062500003,23348.9372996763
435,11.140354987700567,10.056318148743454,68896.10937499997,23302.551703834088
436,11.147102443071402,10.057809599888502,69362.55468799999,23337.332251551943
437,11.179288237161215,10.056815299125137,71631.35937499994,23314.139456497007
438,11.143874475957427,10.058803900651867,69139.01562499997,23360.5481186891
439,11.164613777207045,10.057809599888502,70587.88281299996,23337.332251551943
440,11.15711599461545,10.056815299125137,70060.60937500006,23314.139456497007
441,11.115367024441456,10.058306750270186,67195.867188,23348.9372996763
442,11.063844974714863,10.054826697598406,63821.47265599997,23267.82299093979
443,11.093443476221346,10.054826697598406,65738.72656300002,23267.82299093979
444,11.057632476725114,10.05582099836177,63426.210938000026,23290.96971059506
445,11.063694396890542,10.051346644926626,63811.86328099999,23186.990473661168
446,11.023154811540435,10.052340945689993,61276.691406,23210.05678151271
447,11.058996013626727,10.047369441873165,63512.75390600004,23094.95424904569
448,11.064191156515406,10.05184379530831,63843.57031299999,23198.52076073106
449,11.082057028390233,10.05184379530831,64994.441406000056,23198.52076073106
450,11.081013365913662,10.054826697598406,64926.64453100005,23267.82299093979
451,11.110022267684268,10.05532384798009,66837.67968799996,23279.39347391738
452,11.103561869194403,10.054329547216723,66407.27343799999,23256.258258802598
453,11.082569801346285,10.054826697598406,65027.77734400004,23267.82299093979
